player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,news,influence_rank,creativity_rank,threat_rank,ict_index_rank
Tolu Tolu,Wolves,FWD,5.5,2,2,2.0,0.0,0,0,65,0,1,0,0,0,0,0,0,0,4.4,1.8,4.0,1.0,2.0,0,0.4,0.4,5491,709,2691,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1,,351,331,291,361
Joe Gomez,Liverpool,DEF,5.0,2,0,1.0,0.1,0,0,29,0,1,0,0,0,0,0,0,0,14.6,0.5,0.0,1.5,0.3,0,0.1,0.4,4424,5834,396,986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,,282,351,653,344
Malick Thiaw,Newcastle,DEF,5.0,1,0,1.0,0.1,0,0,9,0,1,0,0,0,0,0,0,0,1.8,0.1,0.0,0.2,0.3,0,0.1,0.2,4298,10186,295,1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0,,374,365,665,385
Marcus Edwards,Burnley,MID,4.8,1,0,1.0,0.1,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,1390,5945,370,510,-0.2,0.2,-0.1,0.1,0.0,0.0,0.0,0.0,0,,640,634,606,643
Tom Cairney,Fulham,MID,4.9,1,1,0.5,0.0,0,0,30,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.1,0.3,0,0.1,0.2,418,1686,80,134,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.43,0,,642,340,608,389
Anthony Gordon,Newcastle,MID,7.4,1,0,0.5,0.9,0,0,137,1,3,0,0,0,0,0,1,0,5.4,24.2,86.0,11.3,-0.7,0,-0.1,0.1,119604,229991,827,11559,-0.1,0.1,0.0,0.0,1.03,0.05,1.08,0.27,2,Suspended until 28 Sep,344,156,20,129
Felipe Morato,Nott'm Forest,DEF,4.4,1,1,1.0,0.1,0,0,90,0,3,0,0,0,0,0,0,0,13.6,0.8,0.0,1.4,0.3,0,0.1,0.2,1370,3859,690,373,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.84,1,,290,345,478,346
Bradley Burrowes,Aston Villa,MID,4.5,1,0,1.0,0.1,0,0,16,0,1,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.3,0,0.1,0.2,5254,2552,443,543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,,637,357,603,640
Ethan Pinnock,Brentford,DEF,4.4,1,1,1.0,0.1,0,0,82,0,1,0,0,0,0,1,0,0,18.0,0.7,8.0,2.7,0.3,0,0.1,0.2,2374,11429,604,585,-0.1,0.1,0.0,0.0,0.0,0.04,0.04,1.1,1,,267,349,235,326
Florentino Ibrain Florentino,Burnley,MID,5.0,1,1,1.0,0.0,0,0,27,0,1,0,0,0,0,0,0,0,13.0,0.2,0.0,1.3,1.0,0,0.2,0.2,297,99,115,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0,,294,362,657,352
Armando Broja,Burnley,FWD,5.4,1,1,1.0,0.2,0,0,1,0,1,0,0,0,0,0,0,0,2.0,0.1,0.0,0.2,0.3,0,0.1,0.2,5118,16065,876,1037,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.94,0,,371,367,695,386
Joe Willock,Newcastle,MID,5.0,1,1,1.0,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0.0,0.3,4.0,0.3,0.3,0,0.1,0.2,1936,2541,540,347,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0,,678,359,284,379
Sávio Savinho,Man City,MID,6.9,1,1,1.0,0.4,0,0,13,0,0,0,0,0,0,0,0,0,5.2,0.5,33.0,3.9,0.3,0,0.0,0.1,2820,73509,1521,1252,-0.1,0.1,0.0,0.0,0.04,0.0,0.04,1.37,0,,345,353,100,287
Julio Soler,Bournemouth,DEF,4.0,1,1,1.0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0,0.1,0.2,4685,9688,725,892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,492,479,436,496
Andrew Robertson,Liverpool,DEF,5.9,1,1,0.5,1.1,0,0,82,0,2,0,0,0,0,0,0,0,30.0,72.1,25.0,12.8,0.3,0,0.1,0.2,12205,61936,1648,4976,-0.1,0.1,0.0,0.0,0.1,0.41,0.51,0.9,0,,212,43,134,106
Sam Byram,Leeds,DEF,4.0,1,0,1.0,0.2,0,0,7,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0,0.1,0.2,1677,8602,147,857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0,,413,399,354,417
Lewis Cook,Bournemouth,MID,4.9,1,1,1.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,2.0,0.1,0.0,0.2,0.3,0,0.1,0.2,631,901,503,103,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,368,364,614,383
Ayden Heaven,Man Utd,DEF,3.9,1,0,1.0,1.1,0,0,3,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,0.3,0,0.1,0.3,13139,55235,1160,5461,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,0.03,0,,367,380,334,380
Victor Lindelöf,Aston Villa,DEF,4.5,1,1,1.0,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0.4,0.3,0.0,0.1,1.0,0,0.2,0.2,1832,405,543,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0,Knock - 75% chance of playing,386,356,524,387
Dilane Bakwa,Nott'm Forest,MID,6.0,1,1,1.0,0.0,0,0,30,0,1,0,0,0,0,0,0,0,0.6,0.9,2.0,0.4,1.0,0,0.2,0.2,945,275,459,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,,385,342,319,378
James Justin,Leeds,DEF,4.0,1,0,1.0,0.2,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.1,0.2,21630,5980,1286,1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0,,424,411,366,428
João Pedro Jota,Nott'm Forest,MID,5.4,1,0,1.0,0.1,0,0,11,0,0,0,0,0,0,0,0,0,5.0,0.5,4.0,1.0,0.0,0,0.0,0.2,1029,5997,0,1467,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Besiktas on loan for the rest of the season.,347,352,289,360
Ben Winterburn,Bournemouth,MID,4.5,1,0,1.0,0.1,0,0,6,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,2964,6228,0,872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0,has joined Barnet on loan for the rest of the season.,631,626,597,634
Patrick Roberts,Sunderland,MID,5.4,1,0,1.0,0.0,0,0,27,0,1,0,0,0,0,0,0,0,1.8,7.3,5.0,1.4,0.3,0,0.1,0.2,462,3104,0,288,-0.1,0.1,0.0,0.0,0.03,0.02,0.05,0.66,0,has joined Birmingham City on loan for the rest of the season.,375,274,269,347
Lutsharel Geertruida,Sunderland,DEF,4.5,1,1,1.0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.1,1.0,0,0.2,0.2,931,250,214,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0,,381,567,535,388
Brian Brobbey,Sunderland,FWD,5.5,1,1,1.0,0.1,0,0,21,0,0,0,0,0,0,0,0,0,1.0,0.1,0.0,0.1,1.0,0,0.2,0.2,6844,1538,1962,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0,,384,370,716,391
Antoni Milambo,Brentford,MID,5.4,1,0,1.0,0.0,0,0,45,0,3,0,0,0,0,0,0,0,4.0,1.8,0.0,0.6,0.0,0,0.0,0.2,1166,3579,158,339,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,1.49,1,,354,330,702,372
Dwight McNeil,Everton,MID,5.7,1,0,1.0,0.2,0,0,19,0,0,0,0,0,0,0,0,0,0.0,11.3,8.0,1.8,0.3,0,0.1,0.2,3515,29041,478,2020,-0.3,0.3,-0.1,0.1,0.24,0.0,0.24,0.95,0,,722,246,243,340
Harrison Armstrong,Everton,MID,4.5,1,0,1.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0,0.1,0.2,3524,9420,0,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Preston North End on loan for the rest of the season.,632,627,598,635
Nathaniel Clyne,Crystal Palace,DEF,4.0,1,0,1.0,0.5,0,0,4,0,0,0,0,0,0,0,0,0,3.4,0.5,0.0,0.4,0.3,0,0.1,0.2,7166,22195,712,2484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,358,350,340,376
Kai Havertz,Arsenal,FWD,7.4,1,0,1.0,0.4,0,0,30,0,0,0,0,0,0,0,0,0,2.8,0.8,2.0,0.6,0.0,0,0.0,0.1,8323,100301,74,2867,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,0.82,0,Knee injury - Unknown return date,361,348,320,374
Diego Coppola,Brighton,DEF,4.4,1,0,1.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0,0.1,0.2,635,3341,58,357,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.06,0,,549,536,500,553
Stefanos Tzimas,Brighton,FWD,5.4,1,1,1.0,0.1,0,0,23,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.3,0,0.1,0.2,4342,9159,587,773,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0,,712,368,705,713
Alejandro Garnacho,Chelsea,MID,6.4,1,1,1.0,0.3,0,0,11,0,1,0,0,0,0,0,0,0,2.0,10.5,6.0,1.9,0.3,0,0.0,0.2,19677,16425,3983,3017,-0.1,0.1,0.0,0.0,0.0,0.05,0.05,0.71,0,,373,252,263,339
Facundo Buonanotte,Chelsea,MID,4.8,1,1,1.0,0.1,0,0,45,0,1,0,0,0,0,0,0,0,5.6,25.1,8.0,3.9,0.3,0,0.1,0.2,3961,12665,1600,1274,-0.2,0.2,-0.1,0.1,0.0,0.09,0.09,0.55,1,,341,151,238,282
Romain Esse,Crystal Palace,MID,4.9,1,0,1.0,0.2,0,0,24,0,0,0,0,0,0,0,0,0,4.6,0.4,2.0,0.7,0.3,0,0.1,0.2,4920,13808,384,1667,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,0.27,0,,348,355,313,371
Jean-Clair Todibo,West Ham,DEF,4.4,1,0,0.5,0.1,0,0,126,0,5,0,0,0,0,0,0,0,25.2,3.4,0.0,2.9,0.0,0,0.0,0.2,1990,6873,158,690,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,2.26,2,,232,308,476,321
Saša Kalajdžić,Wolves,FWD,4.9,1,0,1.0,0.1,0,0,14,0,0,0,0,0,0,0,0,0,1.0,4.3,2.0,0.7,0.3,0,0.1,0.2,1691,6939,0,1035,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,0.1,0,has joined LASK on loan for the rest of the season.,383,300,309,370
Aaron Wan-Bissaka,West Ham,DEF,4.3,1,0,0.5,12.6,0,0,180,0,8,0,0,0,0,0,0,0,34.8,44.5,8.0,8.8,0.0,0,0.0,0.2,55022,1183547,3689,117171,-0.2,0.2,-0.1,0.1,0.0,0.13,0.13,3.42,2,,195,83,233,171
Luis Guilherme L.Guilherme,West Ham,MID,4.9,1,1,1.0,0.0,0,0,29,0,1,0,0,0,0,0,0,0,1.4,0.0,0.0,0.1,0.3,0,0.1,0.2,185,2022,52,74,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.65,0,,377,667,643,390
Kevin Kevin,Fulham,MID,6.0,1,1,1.0,0.1,0,0,14,0,0,0,0,0,0,0,0,0,11.4,18.6,7.0,3.7,1.0,0,0.2,0.2,11442,1581,7895,637,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.03,0,,303,189,253,294
Christantus Uche,Crystal Palace,FWD,5.5,1,1,1.0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,3.4,0.8,19.0,2.3,1.0,0,0.2,0.2,2239,489,805,250,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0,,359,347,170,331
Freddie Potts,West Ham,MID,4.4,1,0,1.0,0.7,0,0,45,0,2,0,0,0,0,0,0,0,6.2,2.2,2.0,1.0,0.3,0,0.1,0.2,33001,35360,12107,4624,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.12,0,,338,323,299,359
Soungoutou S.Magassa,West Ham,MID,5.0,1,1,1.0,0.0,0,0,29,0,1,0,0,0,0,0,0,0,9.6,1.3,0.0,1.1,1.0,0,0.2,0.2,145,69,52,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0,,312,334,674,357
Ladislav Krejčí,Wolves,DEF,4.5,1,1,1.0,0.0,0,0,90,0,1,0,0,0,0,1,0,0,8.2,15.6,0.0,2.4,0.5,0,0.1,0.2,818,135,194,47,0.0,0.0,0.0,0.0,0.0,0.16,0.16,1.55,1,,323,208,537,330
Merlin Röhl,Everton,MID,5.0,1,1,1.0,0.0,0,0,24,0,0,0,0,0,0,0,0,0,3.0,10.7,1.0,1.5,1.0,0,0.2,0.2,222,59,93,39,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0,,360,251,322,345
Odsonne Édouard,Crystal Palace,FWD,5.0,1,0,1.0,0.4,0,0,2,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,0.3,0,0.1,0.2,9044,66565,0,5932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0,has joined RC Lens permanently.,369,677,655,384
Séamus Coleman,Everton,DEF,4.4,1,0,1.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0,0.1,0.2,2455,7384,246,892,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,506,493,450,510
Vitalii Mykolenko,Everton,DEF,4.9,1,0,1.0,0.4,0,0,90,0,2,0,0,0,0,0,0,0,7.4,5.3,2.0,1.5,0.3,0,0.1,0.2,5213,56708,133,4096,-0.1,0.1,0.0,0.0,0.0,0.07,0.07,1.11,1,Knock - 75% chance of playing,330,291,307,343
Aarón Anselmino,Chelsea,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1030,6841,0,836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Borussia Dortmund on loan for the rest of the season.,502,489,446,506
Mamadou M.Sarr,Chelsea,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1648,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Has joined RC Strasbourg on loan for the rest of the season.,617,612,583,620
Owen Dodgson,Burnley,DEF,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1721,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Has joined Stockport County on loan for the rest of the season.,445,432,387,449
Matt Turner,Nott'm Forest,GKP,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,9627,0,658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Has joined Lyon permanently.,428,415,370,432
David David Carmo,Nott'm Forest,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,427,2980,0,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Real Oviedo on loan for the rest of the season.,582,574,544,586
Carlos Miguel C.Miguel,Nott'm Forest,GKP,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,448,9327,0,729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Has joined Palmeiras permanently.,453,440,396,457
Hannes Delcroix,Burnley,DEF,4.0,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3750,12090,447,1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,433,420,375,437
Jordan Jordan,Burnley,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,727,9577,15,640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Hamstring injury - Unknown return date,432,419,374,436
Jair Jair Cunha,Nott'm Forest,DEF,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,839,3610,60,381,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,553,540,504,557
Nicolás Dominguez,Nott'm Forest,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,84,114,8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Knee injury - Expected back 05 Oct,682,682,661,683
Maxwel Cornet,West Ham,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,246,2261,0,249,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Genoa on loan for the rest of the season.,646,639,612,648
Lewis O'Brien,Nott'm Forest,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,99,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Has joined Wrexham permanently.,681,681,660,682
Eric Da Silva Moreira,Nott'm Forest,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1896,10826,0,1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Rio Ave on loan for the rest of the season.,614,609,580,617
Edson Álvarez,West Ham,MID,4.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1147,13124,0,759,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,Has joined Fenerbahçe on loan for the rest of the season.,653,646,621,655
Kaelan Casey,West Ham,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,8246,0,584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Has joined Swansea City on loan for the rest of the season.,473,460,416,477
Marko Stamenic,Nott'm Forest,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,245,4344,0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Has joined Swansea City permanently.,593,587,558,597
Taiwo Awoniyi,Nott'm Forest,FWD,5.3,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11983,47604,2156,3971,-0.2,0.2,-0.1,0.1,0.0,0.0,0.0,0.0,0,,699,699,683,700
Bashir Humphreys,Burnley,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,983,2386,181,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,442,429,384,446
Emerson Emerson,West Ham,DEF,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1719,14627,0,1676,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Marseille permanently.,509,496,454,513
Angus Gunn,Nott'm Forest,GKP,4.0,0,0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18758,31812,1857,3307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,411,397,352,415
Krisztián Hegyi,West Ham,GKP,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1458,4940,252,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,456,443,399,460
Lino Sousa,Aston Villa,DEF,4.0,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7749,12174,953,1457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,469,456,412,473
Douglas Luiz Douglas Luiz,Nott'm Forest,MID,5.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8152,4230,775,865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,680,680,659,681
Álex Alex Moreno,Aston Villa,DEF,4.0,0,0,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,44476,563617,0,49136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Has joined Girona permanently.,410,396,351,414
John Victor John,Nott'm Forest,GKP,4.0,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18517,2443,8343,1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,426,413,368,430
Gabriel G.Jesus,Arsenal,FWD,6.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,633,2616,50,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Knee injury - Expected back 30 Dec,731,731,731,731
Ollie Scarles,West Ham,DEF,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,315,1549,66,127,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,545,532,496,549
Enso Gonzalez,Wolves,MID,4.4,0,0,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,59387,69489,20508,9409,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,556,543,507,560
Aaron Ramsdale,Newcastle,GKP,4.9,0,0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7321,38276,1148,3924,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,659,652,628,661
Albert Sambi,Arsenal,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2952,9478,0,1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Hamburger permanently.,576,568,538,580
Ismeal Kabia,Arsenal,MID,4.5,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6731,19749,0,2343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Shrewsbury Town on loan for the rest of the season.,624,619,590,627
Seung-Soo Seung soo,Newcastle,MID,4.5,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10257,9211,262,930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,635,630,601,638
Oleksandr Zinchenko,Nott'm Forest,DEF,4.9,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10496,22515,1943,2077,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,652,645,620,654
Christian Nørgaard,Arsenal,MID,5.4,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1733,46346,338,1406,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,702,702,688,703
Fábio Fábio Vieira,Arsenal,MID,5.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,933,3444,0,426,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Hamburger on loan for the rest of the season.,707,707,694,708
Levi Colwill,Chelsea,DEF,4.8,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,419,25817,23,935,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,Anterior cruciate ligament - Unknown return date,641,635,607,644
Jamaal Lascelles,Newcastle,DEF,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,905,3683,86,432,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,508,495,453,512
Alex A.Murphy,Newcastle,DEF,4.0,0,0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12979,31988,1331,3825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,478,465,422,482
Lukasz Fabianski,West Ham,GKP,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,751,128,370,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,564,551,515,568
Harrison Ashby,Newcastle,DEF,3.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2456,4828,1717,615,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0,,391,374,328,395
Enock Boateng,Burnley,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,776,2945,116,245,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,673,668,644,675
Darko Churlinov,Burnley,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,160,1503,0,153,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,has joined Kocaelispor  permanently.,661,654,630,663
Callum Marshall,West Ham,FWD,4.4,0,0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24371,40063,4815,3922,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,,552,539,503,556
